CalcaterraEtAl_2024_NatEner_data_ED_fig2
Region,Scenario,Variable,Year,scengroup,IMACLIM,IMAGE,WITCH,maxwacc,minwacc
Africa,CoC-reference,CCS,2045,NDC,0.09173999999999770,0.09206960883717970,0.09167852490285570,0.09206960883717970,0.09167852490285570
Africa,CoC-reference,CCS,2050,NDC,0.09165999999999770,0.09022229613189070,0.09167852490285570,0.09167852490285570,0.09022229613189070
Africa,CoC-reference,CCS,2055,NDC,0.09158999999999770,0.08805895255015110,0.09167852490285570,0.09167852490285570,0.08805895255015110
Africa,CoC-reference,CCS,2060,NDC,0.09152999999999770,0.08641441958155210,0.09167852490285570,0.09167852490285570,0.08641441958155210
Africa,CoC-reference,CCS,2065,NDC,0.09146999999999770,0.0852563077738359,0.09167852490285570,0.09167852490285570,0.0852563077738359
Africa,CoC-reference,CCS,2070,NDC,0.09138999999999770,0.08452048452865160,0.09167852490285570,0.09167852490285570,0.08452048452865160
Africa,CoC-reference,CCS,2075,NDC,0.09127999999999780,0.08389844703836730,0.09167852490285570,0.09167852490285570,0.08389844703836730
Africa,CoC-reference,CCS,2080,NDC,0.09116999999999780,0.08346678523586550,0.09167852490285570,0.09167852490285570,0.08346678523586550
Africa,CoC-reference,CCS,2085,NDC,0.09104999999999780,0.08307345683114170,0.09167852490285570,0.09167852490285570,0.08307345683114170
Africa,CoC-reference,CCS,2090,NDC,0.09091999999999780,0.08281997554173790,0.09167852490285570,0.09167852490285570,0.08281997554173790
Africa,CoC-reference,CCS,2095,NDC,0.09079999999999780,0.0826447912482127,0.09167852490285570,0.09167852490285570,0.0826447912482127
Africa,CoC-reference,CCS,2100,NDC,0.09068999999999780,0.08240656023744480,0.09167852490285570,0.09167852490285570,0.08240656023744480
Africa,CoC-reference,Coal,2020,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2025,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2030,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2035,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2040,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2045,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2050,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2055,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2060,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2065,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2070,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2075,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2080,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2085,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2090,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2095,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Coal,2100,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Gas,2020,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2025,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2030,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2035,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2040,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2045,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2050,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2055,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2060,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2065,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2070,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2075,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2080,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2085,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2090,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2095,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Gas,2100,NDC,0.07011999999999770,0.07222737005471390,0.06981652490285560,0.07222737005471390,0.06981652490285560
Africa,CoC-reference,Solar,2020,NDC,0.09345999999999720,0.09301922503384880,0.09417549255667020,0.09417549255667020,0.09301922503384880
Africa,CoC-reference,Solar,2025,NDC,0.0875899999999974,0.08990171247881820,0.09210461458444210,0.09210461458444210,0.0875899999999974
Africa,CoC-reference,Solar,2030,NDC,0.08501999999999750,0.08359072484657070,0.08925796590156560,0.08925796590156560,0.08359072484657070
Africa,CoC-reference,Solar,2035,NDC,0.08361999999999750,0.08057442721856650,0.08526352122944580,0.08526352122944580,0.08057442721856650
Africa,CoC-reference,Solar,2040,NDC,0.08210999999999760,0.0784139477102966,0.08223783161438070,0.08223783161438070,0.0784139477102966
Africa,CoC-reference,Solar,2045,NDC,0.0806199999999976,0.07648436844797920,0.07984036337569870,0.0806199999999976,0.07648436844797920
Africa,CoC-reference,Solar,2050,NDC,0.07938999999999760,0.07439713820170850,0.07845981725578250,0.07938999999999760,0.07439713820170850
Africa,CoC-reference,Solar,2055,NDC,0.07835999999999770,0.07201519283104840,0.0775577834443758,0.07835999999999770,0.07201519283104840
Africa,CoC-reference,Solar,2060,NDC,0.0774499999999977,0.06930514406696630,0.0767444141694102,0.0774499999999977,0.06930514406696630
Africa,CoC-reference,Solar,2065,NDC,0.07662999999999770,0.06671549928670840,0.07592126228118170,0.07662999999999770,0.06671549928670840
Africa,CoC-reference,Solar,2070,NDC,0.07587999999999780,0.06490370300330930,0.07481881872941600,0.07587999999999780,0.06490370300330930
Africa,CoC-reference,Solar,2075,NDC,0.07517999999999780,0.0635223573912747,0.07318830387652540,0.07517999999999780,0.0635223573912747
Africa,CoC-reference,Solar,2080,NDC,0.07452999999999780,0.062382850933945400,0.07117203026324350,0.07452999999999780,0.062382850933945400
Africa,CoC-reference,Solar,2085,NDC,0.0739199999999978,0.06147937804427670,0.06833300162297100,0.0739199999999978,0.06147937804427670
Africa,CoC-reference,Solar,2090,NDC,0.07335999999999780,0.06066394810301900,0.06800155682032900,0.07335999999999780,0.06066394810301900
Africa,CoC-reference,Solar,2095,NDC,0.07283999999999780,0.059737796707883900,0.06764146279668680,0.07283999999999780,0.059737796707883900
Africa,CoC-reference,Solar,2100,NDC,0.07233999999999790,0.05886762176518280,0.06710545018264430,0.07233999999999790,0.05886762176518280
Africa,CoC-reference,Hydro,2020,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2025,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2030,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2035,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2040,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2045,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2050,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2055,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2060,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2065,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2070,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2075,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2080,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2085,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2090,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2095,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Hydro,2100,NDC,0.08072999999999780,0.08275157101172490,0.08034072490285560,0.08275157101172490,0.08034072490285560
Africa,CoC-reference,Biomass,2020,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2025,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2030,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2035,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2040,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2045,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2050,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2055,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2060,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2065,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2070,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2075,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2080,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2085,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2090,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2095,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-reference,Biomass,2100,NDC,0.09202999999999770,0.09408936865087340,0.09167852490285570,0.09408936865087340,0.09167852490285570
Africa,CoC-convergence,Onshore,2020,NDC,0.09590999999999700,0.0976581236835774,0.09491187117794870,0.0976581236835774,0.09491187117794870
Africa,CoC-convergence,Onshore,2025,NDC,0.08456999999999760,0.08533621828255740,0.09339840020908920,0.09339840020908920,0.08456999999999760
Africa,CoC-convergence,Onshore,2030,NDC,0.07447999999999810,0.07278126635767680,0.09194870859078610,0.09194870859078610,0.07278126635767680
Africa,CoC-convergence,Onshore,2035,NDC,0.06550999999999860,0.06162989011873400,0.07993522768970240,0.07993522768970240,0.06162989011873400
Africa,CoC-convergence,Onshore,2040,NDC,0.057329999999999100,0.052647089619157100,0.06861788883186450,0.06861788883186450,0.052647089619157100
Africa,CoC-convergence,Onshore,2045,NDC,0.04948999999999960,0.04414997442348790,0.05751035543633140,0.05751035543633140,0.04414997442348790
Africa,CoC-convergence,Onshore,2050,NDC,0.04197,0.03629355288810240,0.046565958828281000,0.046565958828281000,0.03629355288810240
Africa,CoC-convergence,Onshore,2055,NDC,0.04136,0.035064497721564900,0.04631635697124220,0.04631635697124220,0.035064497721564900
Africa,CoC-convergence,Onshore,2060,NDC,0.04086,0.03406571310879400,0.046082647236595400,0.046082647236595400,0.03406571310879400
Africa,CoC-convergence,Onshore,2065,NDC,0.04042,0.033328255465343200,0.045860934877501800,0.045860934877501800,0.033328255465343200
Africa,CoC-convergence,Onshore,2070,NDC,0.040010000000000000,0.03259892851888430,0.045646548147150900,0.045646548147150900,0.03259892851888430
Africa,CoC-convergence,Onshore,2075,NDC,0.03963,0.03190702922182840,0.04544173611771240,0.04544173611771240,0.03190702922182840
Africa,CoC-convergence,Onshore,2080,NDC,0.03928,0.03140081275352890,0.045247781949219600,0.045247781949219600,0.03140081275352890
Africa,CoC-convergence,Onshore,2085,NDC,0.03897,0.030904936460545600,0.045064180233883100,0.045064180233883100,0.030904936460545600
Africa,CoC-convergence,Onshore,2090,NDC,0.03867,0.030524851150129300,0.04489036344596430,0.04489036344596430,0.030524851150129300
Africa,CoC-convergence,Onshore,2095,NDC,0.03839,0.030173705885190100,0.044725870864315700,0.044725870864315700,0.030173705885190100
Africa,CoC-convergence,Onshore,2100,NDC,0.038130000000000000,0.02985047897560110,0.0445701790447094,0.0445701790447094,0.02985047897560110
Africa,CoC-convergence,Offshore,2020,NDC,0.10179999999999700,0.10214819729568700,0.10222648927313900,0.10222648927313900,0.10179999999999700
Africa,CoC-convergence,Offshore,2025,NDC,0.08682999999999810,0.09589847397254910,0.09259763453407580,0.09589847397254910,0.08682999999999810
Africa,CoC-convergence,Offshore,2030,NDC,0.07445999999999860,0.08622451508562480,0.0910860933691106,0.0910860933691106,0.07445999999999860
Africa,CoC-convergence,Offshore,2035,NDC,0.065529999999999,0.076827901097241,0.08032691391932260,0.08032691391932260,0.065529999999999
Africa,CoC-convergence,Offshore,2040,NDC,0.05870999999999940,0.06832774803931400,0.07037527486864280,0.07037527486864280,0.05870999999999940
Africa,CoC-convergence,Offshore,2045,NDC,0.05249999999999970,0.06058151293466240,0.061234429018644700,0.061234429018644700,0.05249999999999970
Africa,CoC-convergence,Offshore,2050,NDC,0.04662,0.05359757,0.05239798819663700,0.05359757,0.04662
Africa,CoC-convergence,Offshore,2055,NDC,0.04579,0.05269672,0.05179773480568360,0.05269672,0.04579
Africa,CoC-convergence,Offshore,2060,NDC,0.045150000000000000,0.05186075,0.0512951638736036,0.05186075,0.045150000000000000
Africa,CoC-convergence,Offshore,2065,NDC,0.04458,0.05111984,0.050810298277129400,0.05111984,0.04458
Africa,CoC-convergence,Offshore,2070,NDC,0.04408,0.05047119,0.05034060003215860,0.05047119,0.04408
Africa,CoC-convergence,Offshore,2075,NDC,0.043610000000000000,0.04990827,0.04923227622585380,0.04990827,0.043610000000000000
Africa,CoC-convergence,Offshore,2080,NDC,0.0432,0.049352,0.04693718393550920,0.049352,0.0432
Africa,CoC-convergence,Offshore,2085,NDC,0.04282,0.04884342,0.04665143879396320,0.04884342,0.04282
Africa,CoC-convergence,Offshore,2090,NDC,0.042460000000000000,0.04838734,0.045857168980099300,0.04838734,0.042460000000000000
Africa,CoC-convergence,Offshore,2095,NDC,0.042140000000000000,0.04797023,0.04474491223327420,0.04797023,0.042140000000000000
Africa,CoC-convergence,Offshore,2100,NDC,0.04183,0.04770514,0.04351183493286620,0.04770514,0.04183
Africa,CoC-convergence,Nuclear,2020,NDC,0.0887299999999977,0.08928772177946300,0.08822382490285560,0.08928772177946300,0.08822382490285560
Africa,CoC-convergence,Nuclear,2025,NDC,0.0817799999999981,0.08389992277135960,0.08822382490285560,0.08822382490285560,0.0817799999999981
Africa,CoC-convergence,Nuclear,2030,NDC,0.07481999999999850,0.07716516973657440,0.08822382490285560,0.08822382490285560,0.07481999999999850
Africa,CoC-convergence,Nuclear,2035,NDC,0.06786999999999890,0.07043041667078720,0.07891604552409900,0.07891604552409900,0.06786999999999890
Africa,CoC-convergence,Nuclear,2040,NDC,0.060909999999999200,0.06369566370336240,0.0696082661453424,0.0696082661453424,0.060909999999999200
Africa,CoC-convergence,Nuclear,2045,NDC,0.05395999999999960,0.05696091539563670,0.06030048676658580,0.06030048676658580,0.05395999999999960
Africa,CoC-convergence,Nuclear,2050,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2055,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2060,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2065,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2070,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2075,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2080,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2085,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2090,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2095,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,Nuclear,2100,NDC,0.047,0.05022616,0.0509927073878292,0.0509927073878292,0.047
Africa,CoC-convergence,CCS,2020,NDC,0.09202999999999770,0.09219806295255250,0.09167852490285570,0.09219806295255250,0.09167852490285570
Africa,CoC-convergence,CCS,2025,NDC,0.0851699999999981,0.08666767490152720,0.09167852490285570,0.09167852490285570,0.0851699999999981
Africa,CoC-convergence,CCS,2030,NDC,0.07827999999999850,0.07996617857442700,0.09167852490285570,0.09167852490285570,0.07827999999999850
